60001, Wesola, 62, flat, between 2011-2020, 194, SilverStone Constructions, 8, 1, 34
85253, Parkowa, 52, flat, between 1900-1950, 148, SilverStone Constructions, 10, 1, 300
85254, Krotka, 32, twin, between 2021-2024, 32, GreenField Group, 3, 1, 207
85255, Parkowa, 36, flat, between 1951-1980, 176, GreenField Group, 3, 3, 116
85256, Sloneczna, 53, apartment, between 2001-2010, 51, GreenField Group, 3, 3, 298
85257, Mickiewicza, 39, flat, between 1900-1950, 199, GreenField Group, 9, 5, 36
85258, Polna, 45, house, between 2001-2010, 71, SilverStone Constructions, 3, 2, 200
85259, Sportowa, 68, twin, between 1951-1980, 54, GoldenGate Builders, 2, 1, 4
85260, Mickiewicza, 52, flat, between 1981-2000, 181, GoldenGate Builders, 6, 1, 87
85261, Sloneczna, 57, house, between 1951-1980, 18, GreenField Group, 4, 2, 244
85262, Kwiatowa, 38, flat, between 1981-2000, 173, GoldenGate Builders, 1, 1, 69
85263, Lesna, 51, house, between 2001-2010, 10, SilverStone Constructions, 8, 4, 239
85264, Kwiatowa, 48, flat, between 1981-2000, 149, BlueSky Developers, 10, 7, 83
85265, Mickiewicza, 57, apartment, between 1981-2000, 159, GreenField Group, 8, 2, 178
85266, Kwiatowa, 94, house, between 1951-1980, 196, BlueSky Developers, 6, 2, 48
85267, Kwiatowa, 85, apartment, between 2001-2010, 182, BlueSky Developers, 4, 4, 253
85268, Koscielna, 42, flat, between 2021-2024, 6, SilverStone Constructions, 3, 2, 134
85269, Wiosenna, 61, flat, between 2021-2024, 152, GreenField Group, 4, 2, 141
85270, Piastowska, 28, apartment, between 2011-2020, 5, BlueSky Developers, 1, 1, 68
85271, 3 Maja, 96, flat, between 2011-2020, 117, SilverStone Constructions, 3, 3, 255
85272, Sloneczna, 47, twin, between 1981-2000, 190, SilverStone Constructions, 1, 1, 31
85273, Mickiewicza, 27, apartment, between 1900-1950, 182, GreenField Group, 5, 2, 67
85274, Sosnowa, 93, apartment, between 1900-1950, 141, BlueSky Developers, 8, 7, 70
85275, Piekna, 75, house, between 1981-2000, 92, GreenField Group, 4, 4, 262
85276, Reymonta, 46, house, between 2001-2010, 17, SilverStone Constructions, 9, 9, 274
85277, Ogrodowa, 39, flat, between 1900-1950, 18, GreenField Group, 3, 3, 83
85278, Piekna, 49, apartment, between 1900-1950, 31, SilverStone Constructions, 10, 10, 86
85279, Polna, 94, flat, between 1951-1980, 78, BlueSky Developers, 2, 2, 47
85280, Rzeczna, 37, twin, between 2011-2020, 67, GoldenGate Builders, 1, 1, 294
85281, Ogrodowa, 97, house, between 1981-2000, 57, GoldenGate Builders, 10, 6, 255
85282, Konopna, 84, house, between 1900-1950, 129, SilverStone Constructions, 9, 7, 177
85283, Piekna, 62, house, between 1981-2000, 186, BlueSky Developers, 2, 1, 46
85284, Koscielna, 72, flat, between 1900-1950, 197, GreenField Group, 9, 8, 109
85285, Sosnowa, 33, flat, between 2021-2024, 135, GoldenGate Builders, 6, 6, 194
85286, Jagiellonska, 32, flat, between 1900-1950, 56, GreenField Group, 6, 1, 101
85287, Mickiewicza, 91, flat, between 1900-1950, 105, SilverStone Constructions, 5, 2, 241
85288, Sienkiewicza, 78, flat, between 1951-1980, 52, GreenField Group, 9, 3, 157
85289, Kwiatowa, 24, twin, between 2001-2010, 189, GreenField Group, 3, 1, 71
85290, Lesna, 84, apartment, between 2011-2020, 84, BlueSky Developers, 2, 2, 176
85291, Wspolna, 80, flat, between 2021-2024, 1, SilverStone Constructions, 8, 6, 68
85292, Konopna, 61, flat, between 2011-2020, 116, GoldenGate Builders, 8, 8, 60
85293, lakowa, 42, apartment, between 1900-1950, 92, BlueSky Developers, 8, 6, 130
85294, Wiosenna, 96, apartment, between 1981-2000, 179, BlueSky Developers, 10, 2, 281
85295, Mickiewicza, 83, house, between 1951-1980, 47, GoldenGate Builders, 2, 1, 115
85296, Piastowska, 48, twin, between 1981-2000, 96, SilverStone Constructions, 2, 1, 211
85297, 3 Maja, 62, apartment, between 2011-2020, 115, GreenField Group, 4, 4, 282
85298, Piastowska, 26, house, between 1951-1980, 178, SilverStone Constructions, 7, 2, 218
85299, Mickiewicza, 75, flat, between 1981-2000, 85, GoldenGate Builders, 9, 5, 191
85300, Sportowa, 97, apartment, between 1981-2000, 173, BlueSky Developers, 10, 6, 34
85301, Sienkiewicza, 91, apartment, between 1951-1980, 180, GoldenGate Builders, 9, 5, 272
85302, Krotka, 69, house, between 1900-1950, 7, SilverStone Constructions, 7, 5, 228
85303, Topolowa, 54, flat, between 1951-1980, 82, GoldenGate Builders, 4, 1, 90
85304, Cicha, 82, twin, between 2021-2024, 80, SilverStone Constructions, 1, 1, 150
85305, Kwiatowa, 74, apartment, between 1900-1950, 188, BlueSky Developers, 4, 4, 56
85306, Krucza, 33, apartment, between 1900-1950, 70, GoldenGate Builders, 3, 3, 260
85307, Jagiellonska, 51, apartment, between 2001-2010, 194, BlueSky Developers, 3, 3, 218
85308, Koscielna, 95, twin, between 2021-2024, 99, SilverStone Constructions, 2, 2, 65
85309, Mickiewicza, 27, house, between 2011-2020, 118, GreenField Group, 6, 3, 23
85310, Sienkiewicza, 24, house, between 2011-2020, 20, BlueSky Developers, 4, 1, 79
85311, Kwiatowa, 81, house, between 2001-2010, 151, GoldenGate Builders, 1, 1, 80
85312, Cicha, 35, apartment, between 2011-2020, 41, BlueSky Developers, 8, 6, 199
85313, Mickiewicza, 75, twin, between 2001-2010, 186, GreenField Group, 1, 1, 151
85314, Brzozowa, 74, twin, between 1951-1980, 65, BlueSky Developers, 1, 1, 47
85315, Kwiatowa, 69, apartment, between 2011-2020, 46, SilverStone Constructions, 5, 5, 0
85316, Mickiewicza, 64, apartment, between 1900-1950, 73, BlueSky Developers, 5, 5, 243
85317, Lesna, 41, flat, between 1951-1980, 22, SilverStone Constructions, 7, 5, 217
85318, Wiosenna, 97, twin, between 2021-2024, 122, GreenField Group, 3, 1, 171
85319, Sosnowa, 55, apartment, between 2011-2020, 184, GoldenGate Builders, 8, 3, 145
85320, Mickiewicza, 63, apartment, between 2001-2010, 19, GoldenGate Builders, 4, 1, 197
85321, Kwiatowa, 53, flat, between 1981-2000, 22, SilverStone Constructions, 1, 1, 240
85322, Krotka, 37, apartment, between 1900-1950, 80, GoldenGate Builders, 5, 1, 136
85323, Brzozowa, 75, flat, between 1951-1980, 72, GreenField Group, 7, 6, 170
85324, Kwiatowa, 94, twin, between 2001-2010, 195, SilverStone Constructions, 3, 1, 95
85325, Piekna, 20, apartment, between 1900-1950, 83, SilverStone Constructions, 9, 6, 181
85326, Sloneczna, 94, house, between 2001-2010, 52, SilverStone Constructions, 3, 1, 183
85327, Sloneczna, 87, house, between 2001-2010, 118, SilverStone Constructions, 10, 9, 292
85328, Reymonta, 47, flat, between 2001-2010, 72, SilverStone Constructions, 7, 1, 238
85329, Kwiatowa, 70, twin, between 1900-1950, 59, GreenField Group, 2, 2, 173
85330, Chopina, 67, flat, between 1900-1950, 4, GreenField Group, 5, 3, 58
85331, Mickiewicza, 68, house, between 2021-2024, 17, SilverStone Constructions, 6, 6, 258
85332, Kwiatowa, 89, house, between 1900-1950, 41, SilverStone Constructions, 1, 1, 290
85333, Sloneczna, 50, house, between 2001-2010, 104, GreenField Group, 2, 1, 52
85334, Kwiatowa, 81, apartment, between 2011-2020, 89, GoldenGate Builders, 8, 8, 255
85335, Sienkiewicza, 85, twin, between 2001-2010, 61, BlueSky Developers, 2, 1, 208
85336, Mickiewicza, 70, flat, between 2011-2020, 28, GoldenGate Builders, 8, 6, 286
85337, Koscielna, 88, apartment, between 2021-2024, 125, BlueSky Developers, 2, 1, 188
85338, Kwiatowa, 57, house, between 2021-2024, 84, GreenField Group, 2, 1, 236
85339, Sloneczna, 34, flat, between 1900-1950, 197, GreenField Group, 4, 2, 146
85340, Kwiatowa, 34, house, between 2011-2020, 111, GreenField Group, 10, 6, 57
85341, Lesna, 55, twin, between 1981-2000, 65, GreenField Group, 1, 1, 21
85342, Koscielna, 50, apartment, between 2011-2020, 33, BlueSky Developers, 4, 3, 115
85343, Krotka, 70, flat, between 1981-2000, 188, SilverStone Constructions, 5, 3, 190
85344, Rzeczna, 37, flat, between 1900-1950, 151, SilverStone Constructions, 1, 1, 37
85345, Lesna, 54, flat, between 1951-1980, 147, GoldenGate Builders, 9, 1, 88
85346, Krotka, 78, apartment, between 2021-2024, 189, GoldenGate Builders, 3, 2, 174
85347, Piastowska, 35, house, between 2011-2020, 116, GreenField Group, 8, 4, 166
85348, Sosnowa, 76, apartment, between 1900-1950, 178, GoldenGate Builders, 5, 3, 293
85349, Sloneczna, 53, apartment, between 2001-2010, 86, SilverStone Constructions, 4, 4, 286
85350, Plac Wolnosci, 20, twin, between 1981-2000, 164, GoldenGate Builders, 1, 1, 160
85351, Konopna, 60, twin, between 1951-1980, 37, GreenField Group, 1, 1, 264
85352, Krotka, 67, apartment, between 1981-2000, 156, GreenField Group, 8, 5, 87
85353, Wiosenna, 34, flat, between 2021-2024, 93, GreenField Group, 2, 2, 76
85354, Jagiellonska, 60, twin, between 1951-1980, 157, SilverStone Constructions, 1, 1, 275
85355, Sloneczna, 31, apartment, between 1951-1980, 15, SilverStone Constructions, 1, 1, 181
85356, Kwiatowa, 49, house, between 2011-2020, 32, BlueSky Developers, 5, 5, 18
85357, Sloneczna, 50, twin, between 2011-2020, 46, GreenField Group, 3, 1, 192
85358, Topolowa, 75, house, between 1900-1950, 70, GoldenGate Builders, 1, 1, 19
85359, Cicha, 32, twin, between 2021-2024, 135, GreenField Group, 2, 2, 194
85360, Rzeczna, 82, twin, between 1981-2000, 195, BlueSky Developers, 2, 1, 233
85361, Wiosenna, 77, house, between 1981-2000, 165, GreenField Group, 9, 7, 198
85362, Brzozowa, 95, house, between 2011-2020, 7, GoldenGate Builders, 8, 5, 73
85363, Akacjowa, 34, twin, between 2001-2010, 120, GoldenGate Builders, 1, 1, 51
85364, Brzozowa, 95, house, between 1981-2000, 27, GoldenGate Builders, 10, 7, 290
85365, Sosnowa, 26, apartment, between 1951-1980, 89, SilverStone Constructions, 4, 4, 16
85366, Zielona, 43, apartment, between 2001-2010, 104, GreenField Group, 6, 3, 42
85367, Piekna, 55, twin, between 1981-2000, 187, SilverStone Constructions, 2, 2, 56
85368, Wspolna, 29, house, between 1981-2000, 16, GoldenGate Builders, 4, 1, 214
85369, Sienkiewicza, 36, apartment, between 1951-1980, 190, SilverStone Constructions, 10, 10, 217
85370, Wiosenna, 49, flat, between 2001-2010, 91, BlueSky Developers, 8, 2, 73
85371, Piastowska, 27, twin, between 1900-1950, 111, BlueSky Developers, 2, 2, 120
85372, Sloneczna, 79, apartment, between 1951-1980, 138, GoldenGate Builders, 9, 6, 263
85373, Reymonta, 73, house, between 2001-2010, 80, SilverStone Constructions, 7, 3, 136
85374, Cicha, 83, twin, between 1900-1950, 50, GreenField Group, 3, 1, 35
85375, Koscielna, 39, twin, between 2021-2024, 65, GreenField Group, 1, 1, 20
85376, Brzozowa, 58, flat, between 2021-2024, 97, SilverStone Constructions, 10, 6, 223
85377, Wspolna, 53, house, between 1951-1980, 116, GoldenGate Builders, 3, 1, 247
85378, Wiosenna, 84, apartment, between 1981-2000, 43, SilverStone Constructions, 2, 1, 133
85379, Piekna, 65, house, between 2001-2010, 58, SilverStone Constructions, 2, 2, 152
85380, Mickiewicza, 80, twin, between 1981-2000, 85, SilverStone Constructions, 3, 3, 8
85381, Lesna, 25, apartment, between 1951-1980, 5, GoldenGate Builders, 5, 4, 231
85382, Piastowska, 31, twin, between 2021-2024, 194, BlueSky Developers, 1, 1, 148
85383, Piastowska, 34, house, between 2001-2010, 199, GoldenGate Builders, 7, 5, 198
85384, Mickiewicza, 86, twin, between 1900-1950, 160, SilverStone Constructions, 1, 1, 111
85385, Kwiatowa, 99, house, between 1951-1980, 97, SilverStone Constructions, 4, 2, 156
85386, Kwiatowa, 51, flat, between 1900-1950, 81, GoldenGate Builders, 10, 5, 23
85387, Mickiewicza, 70, house, between 1951-1980, 21, GreenField Group, 8, 5, 135
85388, Kwiatowa, 28, twin, between 1981-2000, 21, GoldenGate Builders, 1, 1, 13
85389, Parkowa, 65, house, between 1951-1980, 97, GreenField Group, 5, 5, 263
85390, Krotka, 55, twin, between 2011-2020, 167, GreenField Group, 1, 1, 16
85391, lakowa, 22, flat, between 1981-2000, 161, BlueSky Developers, 10, 1, 257
85392, Kwiatowa, 39, flat, between 2011-2020, 4, GoldenGate Builders, 2, 1, 240
85393, Kwiatowa, 52, twin, between 1981-2000, 99, GoldenGate Builders, 3, 1, 202
85394, Kwiatowa, 81, apartment, between 2001-2010, 179, GreenField Group, 7, 7, 277
85395, Polna, 68, flat, between 1900-1950, 98, GreenField Group, 2, 1, 67
85396, Piastowska, 29, twin, between 2001-2010, 57, GreenField Group, 3, 1, 185
85397, Plac Wolnosci, 75, twin, between 1981-2000, 157, SilverStone Constructions, 3, 1, 99
85398, Mickiewicza, 30, twin, between 1951-1980, 151, GreenField Group, 1, 1, 17
85399, Mickiewicza, 26, twin, between 1900-1950, 173, BlueSky Developers, 1, 1, 105
85400, Mickiewicza, 88, twin, between 2001-2010, 56, GoldenGate Builders, 1, 1, 261
85401, Aleja Lipowa, 87, twin, between 2011-2020, 157, GoldenGate Builders, 2, 1, 191
85402, Krotka, 72, flat, between 2011-2020, 41, BlueSky Developers, 9, 7, 96
85403, Ogrodowa, 24, twin, between 2021-2024, 59, BlueSky Developers, 3, 3, 97
85404, Wiosenna, 42, house, between 2001-2010, 72, SilverStone Constructions, 4, 1, 136
85405, Parkowa, 47, twin, between 1981-2000, 25, GreenField Group, 2, 1, 8
85406, Sportowa, 54, house, between 2021-2024, 160, BlueSky Developers, 9, 6, 240
85407, Brzozowa, 43, twin, between 2021-2024, 121, SilverStone Constructions, 3, 2, 146
85408, Mickiewicza, 87, house, between 1951-1980, 182, GoldenGate Builders, 4, 4, 214
85409, lakowa, 75, house, between 1951-1980, 15, GoldenGate Builders, 7, 2, 282
85410, Lesna, 83, twin, between 2021-2024, 1, GoldenGate Builders, 2, 1, 24
85411, Kwiatowa, 66, twin, between 2021-2024, 136, BlueSky Developers, 3, 3, 113
85412, Koscielna, 65, apartment, between 2021-2024, 25, GreenField Group, 3, 1, 17
85413, Sloneczna, 94, house, between 1981-2000, 137, SilverStone Constructions, 7, 2, 236
85414, Sosnowa, 50, twin, between 1951-1980, 191, SilverStone Constructions, 3, 1, 211
85415, Parkowa, 45, flat, between 1900-1950, 200, SilverStone Constructions, 3, 3, 63
85416, Brzozowa, 23, house, between 2001-2010, 58, GoldenGate Builders, 6, 5, 264
85417, Mickiewicza, 24, twin, between 1981-2000, 172, GoldenGate Builders, 3, 3, 213
85418, Polna, 48, flat, between 1951-1980, 102, BlueSky Developers, 2, 2, 117
85419, Mickiewicza, 49, twin, between 2021-2024, 159, GoldenGate Builders, 3, 2, 98
85420, Sosnowa, 80, twin, between 1951-1980, 146, SilverStone Constructions, 1, 1, 130
85421, Mickiewicza, 94, apartment, between 1981-2000, 92, BlueSky Developers, 3, 1, 243
85422, Ogrodowa, 65, twin, between 2001-2010, 129, GoldenGate Builders, 3, 2, 228
85423, Rzeczna, 84, twin, between 2001-2010, 139, GreenField Group, 2, 2, 279
85424, Kwiatowa, 88, twin, between 2011-2020, 49, GoldenGate Builders, 2, 2, 8
85425, Kwiatowa, 58, house, between 2011-2020, 112, GreenField Group, 2, 1, 26
85426, Piastowska, 96, house, between 2021-2024, 69, BlueSky Developers, 9, 5, 130
85427, Piastowska, 27, twin, between 2021-2024, 90, BlueSky Developers, 1, 1, 215
85428, Mickiewicza, 54, flat, between 1981-2000, 187, BlueSky Developers, 4, 3, 151
85429, lakowa, 49, house, between 1900-1950, 187, GreenField Group, 5, 4, 77
85430, Kwiatowa, 61, apartment, between 2011-2020, 81, SilverStone Constructions, 10, 7, 103
85431, Krucza, 56, twin, between 1951-1980, 9, GoldenGate Builders, 2, 1, 269
85432, Kwiatowa, 53, twin, between 2011-2020, 4, GoldenGate Builders, 2, 2, 10
85433, 3 Maja, 70, twin, between 1981-2000, 125, GreenField Group, 2, 1, 35
85434, Sloneczna, 73, twin, between 1900-1950, 21, BlueSky Developers, 1, 1, 74
85435, Chopina, 67, house, between 2021-2024, 172, SilverStone Constructions, 6, 6, 33
85436, Mickiewicza, 100, house, between 1981-2000, 172, GoldenGate Builders, 3, 3, 148
85437, Mickiewicza, 35, house, between 2021-2024, 21, GoldenGate Builders, 10, 5, 21
85438, Kwiatowa, 92, flat, between 2001-2010, 130, BlueSky Developers, 3, 2, 27
85439, Mickiewicza, 52, apartment, between 2021-2024, 90, BlueSky Developers, 3, 2, 209
85440, Kwiatowa, 63, apartment, between 1900-1950, 46, BlueSky Developers, 1, 1, 39
85441, Mickiewicza, 51, twin, between 1981-2000, 23, BlueSky Developers, 1, 1, 77
85442, Piastowska, 69, twin, between 2011-2020, 190, GoldenGate Builders, 3, 3, 11
85443, Krotka, 98, apartment, between 1900-1950, 173, SilverStone Constructions, 10, 6, 65
85444, Kwiatowa, 68, twin, between 1900-1950, 150, GreenField Group, 2, 1, 156
85445, Mickiewicza, 50, house, between 2011-2020, 155, BlueSky Developers, 3, 2, 250
85446, Plac Wolnosci, 96, house, between 1981-2000, 193, SilverStone Constructions, 9, 5, 281
85447, Piekna, 80, apartment, between 2011-2020, 73, GreenField Group, 10, 7, 156
85448, Sloneczna, 66, flat, between 2001-2010, 196, SilverStone Constructions, 5, 4, 184
85449, Mickiewicza, 45, twin, between 2021-2024, 171, SilverStone Constructions, 2, 2, 62
85450, Kwiatowa, 84, house, between 2021-2024, 61, BlueSky Developers, 4, 2, 114
85451, Rzeczna, 55, twin, between 2021-2024, 167, BlueSky Developers, 3, 1, 158
85452, Piekna, 76, house, between 2001-2010, 118, GreenField Group, 6, 2, 122
85453, Piekna, 92, apartment, between 1951-1980, 96, GreenField Group, 9, 8, 192
85454, Kwiatowa, 36, apartment, between 1981-2000, 162, GoldenGate Builders, 3, 2, 56
85455, Konopna, 43, apartment, between 2011-2020, 132, BlueSky Developers, 1, 1, 150
85456, Piekna, 97, house, between 2011-2020, 174, GreenField Group, 3, 1, 100
85457, Cicha, 92, flat, between 1951-1980, 79, SilverStone Constructions, 4, 2, 269
85458, Sloneczna, 83, house, between 1981-2000, 74, GreenField Group, 2, 1, 234
85459, Chopina, 32, twin, between 1981-2000, 129, GreenField Group, 3, 2, 144
85460, Topolowa, 84, twin, between 1900-1950, 86, SilverStone Constructions, 3, 2, 296
85461, Krucza, 32, twin, between 1981-2000, 1, GreenField Group, 1, 1, 184
85462, Konopna, 97, house, between 1951-1980, 191, GoldenGate Builders, 4, 4, 266
85463, Krotka, 36, flat, between 1951-1980, 159, BlueSky Developers, 10, 3, 172
85464, Wiosenna, 70, apartment, between 2011-2020, 80, SilverStone Constructions, 10, 3, 124
85465, Kwiatowa, 81, house, between 1900-1950, 13, GreenField Group, 7, 3, 254
85466, Wspolna, 97, flat, between 1951-1980, 144, BlueSky Developers, 2, 2, 76
85467, Parkowa, 82, flat, between 1900-1950, 26, BlueSky Developers, 3, 3, 179
85468, 3 Maja, 49, twin, between 2011-2020, 117, GreenField Group, 2, 2, 149
85469, Rzeczna, 37, twin, between 2011-2020, 79, GoldenGate Builders, 1, 1, 199
85470, Kwiatowa, 29, house, between 2021-2024, 191, BlueSky Developers, 4, 3, 31
85471, Mickiewicza, 29, twin, between 1900-1950, 105, BlueSky Developers, 1, 1, 163
85472, Konopna, 29, flat, between 1951-1980, 59, SilverStone Constructions, 5, 1, 127
85473, Krotka, 33, house, between 1900-1950, 141, SilverStone Constructions, 5, 1, 129
85474, Sloneczna, 59, flat, between 2001-2010, 45, GoldenGate Builders, 4, 4, 210
85475, Jagiellonska, 23, flat, between 2001-2010, 141, SilverStone Constructions, 6, 2, 173
85476, Krotka, 92, twin, between 1951-1980, 123, GreenField Group, 1, 1, 134
85477, Parkowa, 36, house, between 1951-1980, 162, BlueSky Developers, 2, 1, 60
85478, Piastowska, 73, house, between 2011-2020, 143, SilverStone Constructions, 5, 3, 166
85479, Kwiatowa, 37, house, between 1981-2000, 142, GreenField Group, 6, 5, 127
85480, Krotka, 98, house, between 2021-2024, 173, GoldenGate Builders, 3, 1, 41
85481, Piekna, 53, apartment, between 2001-2010, 154, GoldenGate Builders, 2, 1, 78
